,level_0,index,Date,Close,Open,High,Low,Vol,Fluctuations,RSI,SMA_5,SMA_20,EMA,MACD,signal,Stochastic RSI_fastk,Stochastic RSI_fastd,Stochastic Oscillator Index_slowk,Stochastic Oscillator Index_slowd,WilliamR,Momentum,ROC,sent_index
24,93,1912,2016-05-17,2043.5,2062.0,2069.5,2036.75,1990000,-0.93%,51.89505113661086,2059.75,2069.275,2058.9271542325714,1.2826041161247304,4.8366565589054415,58.146270197414495,26.907211578349443,41.99459882141448,50.13513733270988,-50.58823529411765,6.5,-0.650445675740785,-1.0
25,94,1911,2016-05-18,2041.5,2043.75,2057.75,2030.75,2089999,-0.10%,49.507064736439204,2053.05,2066.75,2056.167671644831,-0.0915860109953428,3.8510080449252846,21.499321663953186,26.54853062045586,35.54438237119802,39.41716384804042,-73.09644670050761,1.75,-0.6682867557715633,-1.0
26,95,1910,2016-05-19,2038.75,2043.5,2044.75,2022.0,2060000,-0.13%,49.474802804292224,2049.95,2064.0375,2053.8644586184982,-1.187130002203503,2.843380435499527,20.460522805991214,33.3687048891196,45.97660818713451,41.17186312658234,-62.77056277056277,-16.25,-0.1465917419985363,-1.0
27,96,1909,2016-05-20,2050.0,2038.75,2055.5,2037.25,1580000,0.55%,48.84911633223158,2045.85,2061.9875,2051.116375233317,-2.4108510209307497,1.7925341442134715,0.0,13.986614823314767,37.15956558061822,39.56018537965025,-70.99567099567099,4.25,-0.23244433569855616,-1.0
28,97,1908,2016-05-23,2045.25,2053.25,2056.0,2043.5,1180000,-0.23%,50.81345628123688,2048.25,2060.075,2051.5043070090774,-2.185437562430252,0.9969398028847267,74.4356962800983,31.63207302869647,48.77192982456142,43.96936786410472,-45.887445887445885,12.25,0.012177301509974647,-1.0
29,98,1907,2016-05-24,2075.0,2045.0,2077.25,2041.25,1600000,1.45%,49.69028953031891,2044.85,2058.1125,2050.3217057346997,-2.642045963178589,0.26914264967206347,48.1804276914234,40.872041323840534,47.560530284988495,44.49734189672271,-60.17316017316017,12.5,-0.4381694255111923,-1.0
30,99,1906,2016-05-25,2087.25,2075.0,2092.5,2073.5,1440000,0.59%,53.55235609095269,2051.1,2057.75,2054.8086683283905,-0.5765164086292316,0.10001083801180444,100.0,74.20537465717386,60.86524597492255,52.39923536149082,-24.822695035460995,19.75,-0.10831628354796008,-1.0
31,100,1905,2016-05-26,2089.75,2088.75,2091.75,2082.5,968440,0.12%,55.18356630020273,2060.15,2057.5625,2060.9798195414105,2.145212061842358,0.5090510827779151,100.0,82.72680923047443,70.00631130793835,59.47736252261646,-5.319148936170213,12.5,1.4448761534725518,-1.0
32,101,1904,2016-05-27,2097.25,2090.5,2098.75,2088.0,1040000,0.36%,55.38983752826285,2070.5,2058.4,2066.347125079336,4.392774686150915,1.285795803452515,100.0,99.99999999999996,84.68071618694681,71.85075782326923,-10.749185667752444,12.75,1.5175427947068165,-1.0
33,102,1901,2016-05-31,2095.0,2100.0,2103.75,2086.0,1630000,-0.30%,56.513824778256186,2079.85,2060.3625,2072.4658296103657,6.861460221593461,2.400928687080704,100.0,99.99999999999996,90.9549478654338,81.88065845343965,-4.587155963302752,35.75,2.8781383955909456,-1.0
34,103,1900,2016-06-01,2098.0,2094.0,2099.25,2083.25,1320000,0.14%,55.598569795704236,2089.65,2061.2875,2076.3811333175718,8.238789798118887,3.568500909288341,62.00754731775076,87.33584910591689,82.47358965145527,86.03641790127863,-11.926605504587156,8.75,1.5518913676042745,-1.0
35,104,1899,2016-06-02,2103.75,2096.75,2104.75,2086.75,1300000,0.27%,55.93692039372704,2094.0,2063.25,2080.0845636234676,9.443378044135898,4.743476336257852,41.81058252818224,67.93937661531096,75.27117962051568,82.89990571246824,-9.667673716012084,2.5,2.5932721712538243,-1.0
36,105,1898,2016-06-03,2097.75,2103.5,2106.0,2082.75,1750000,-0.29%,56.77332450853657,2096.95,2066.1,2084.341915691928,10.817988458603395,5.95837876072696,100.0,67.93937661531096,73.68695022983468,77.14390650060187,-2.9761904761904763,5.75,2.9361389772449176,-1.0
37,106,1897,2016-06-06,2108.25,2097.5,2112.25,2094.0,1270000,0.50%,55.79936411213201,2098.35,2068.8,2086.734294657032,11.293048031663602,7.025312614914289,0.0,47.270194176060706,67.76408521606056,72.2407383554703,-16.343490304709142,17.75,2.8816676885346393,-1.0
38,107,1896,2016-06-07,2110.25,2108.25,2118.0,2106.5,1130000,0.09%,57.16147343995432,2100.0,2071.5625,2090.6462410830263,12.394099856350294,8.09907006320149,100.0,66.66666666666663,70.52924578662396,70.66009374417307,-10.15625,16.75,2.678680141239509,-1.0
39,108,1895,2016-06-08,2118.0,2110.25,2119.75,2106.5,1310000,0.37%,57.41405088670071,2103.25,2074.375,2094.2105608861125,13.275048153681837,9.13426568129756,100.00000000000001,66.66666666666663,65.5549166187464,67.94941587381031,-9.718670076726342,26.0,3.190709046454776,-1.0
40,109,1894,2016-06-09,2114.25,2117.75,2118.5,2106.25,1640000,-0.18%,58.36631929280907,2107.45,2076.4,2098.490458906819,14.412257809383846,10.189864106914817,100.0,99.99999999999996,80.41978148361126,72.1679812963272,-2.4242424242424243,35.5,2.0602409638554198,-1.0
41,110,1893,2016-06-10,2096.25,2113.75,2114.0,2088.5,1240000,-0.85%,57.65502035605975,2109.5,2079.1375,2101.264920923761,14.8199034620352,11.115871977938893,63.82951870011091,87.94317290003693,83.23963963963963,76.40477924733243,-7.643312101910828,21.25,1.1968880909634994,-1.0
42,111,1892,2016-06-13,2078.75,2089.25,2098.25,2075.75,1220000,-0.83%,53.52214141782987,2107.85,2080.6375,2099.080389846714,13.015980215969194,11.495893625544953,0.0,54.60983956670359,68.6921375921376,77.45051957179616,-38.853503184713375,15.5,-0.059794307581917394,-1.0
43,112,1891,2016-06-14,2074.5,2077.0,2081.75,2063.25,1160000,-0.20%,51.60862962703393,2101.6,2082.425,2095.0657735109476,10.477111801348201,11.292137260705603,0.0,21.27650623337026,45.2727004558863,65.73482589588785,-75.6637168141593,16.25,-1.0952380952380936,-1.0
44,113,1890,2016-06-15,2071.75,2072.75,2086.25,2068.75,609850,-0.13%,50.95480852460982,2094.1,2082.9625,2091.0083601453207,8.029541256544235,10.63961805987333,0.0,-4.263256414560601e-14,24.070890501135167,46.01190951638636,-83.18584070796462,-2.75,-1.0148042024832882,-1.0
45,114,1889,2016-06-16,2079.25,2070.5,2080.0,2050.0,426220,0.36%,50.603704536587856,2084.65,2084.3,2087.279567391626,5.840937083190511,9.679881864536766,0.0,-4.263256414560601e-14,24.520701107195773,31.288097354739083,-70.60931899641577,13.0,-1.251937522356028,-0.33333333333333337
46,115,1888,2016-06-17,2079.12,2077.75,2083.0,2073.75,52550,-0.01%,51.71278109667084,2077.45,2086.0125,2085.546918774967,4.638002906537622,8.671506072936937,45.64043673081082,15.213478910270231,35.579591167874085,28.057060925401675,-60.21505376344086,31.25,-1.2241502258141246,0.33333333333333326
47,116,1887,2016-06-20,2074.25,2071.0,2092.5,2070.25,1590000,-0.23%,50.61816318177974,2073.8,2087.625,2082.9020244522458,3.1042168375756773,7.5580482258646855,14.924767844505451,20.18840152510538,46.318656024586005,35.47298276655196,-69.89247311827957,27.5,-1.263408820023837,1.0
48,117,1886,2016-06-21,2080.5,2079.0,2086.0,2074.0,1390000,0.30%,51.86731217496197,2074.2,2088.9125,2082.1925654609286,2.505333543231245,6.547505289337997,99.99999999999999,53.52173485843871,58.38667073046836,46.76163930764282,-58.422939068100355,26.0,-1.38740661686233,0.9
49,118,1885,2016-06-22,2076.75,2079.25,2091.25,2075.25,1400000,-0.18%,51.90664049506142,2075.5,2090.625,2081.6575535589413,2.0275151953178465,5.643507270533967,100.0,71.64158928150177,62.156862745098046,55.62072983338414,-58.064516129032256,25.25,-1.4690202582632428,0.8
50,119,1884,2016-06-23,2105.75,2083.0,2113.25,2083.0,1310000,1.40%,52.50877452737973,2078.0,2091.025,2081.901634730043,1.9291958037010772,4.9006449771673894,100.0,99.99999999999996,55.569995440036486,58.7045096385343,-52.68817204301075,5.75,-1.6408924566166938,0.7
51,120,1883,2016-06-24,2018.5,2115.75,2119.5,1999.0,4139999,-4.14%,57.33475535678223,2085.6,2092.375,2088.0558829609445,4.442715416494593,4.80905906503283,100.0,99.99999999999996,65.12088633581389,60.94924817364947,-3.312629399585921,56.75,0.09461856889414477,0.6
