,Date,Price,Open,High,Low,Vol,Fluctuations,RSI,SMA_5,SMA_20,EMA,MACD,signal,Stochastic RSI_fastk,Stochastic RSI_fastd,Stochastic Oscillator Index_slowk,Stochastic Oscillator Index_slowd,WilliamR,Momentum,ROC,sent_index
95,2016-05-19,17435.4,17514.16,17514.16,17331.07,95530000,-0.52%,48.38750936940791,17591.955999999984,17778.606999999996,17653.52930272323,-29.732481022751017,20.642074598858507,16.650695934189535,23.602776811478847,38.84145368519538,33.07642835700579,-69.66398250323095,-173.11999999999898,-0.8509732525384228,-1.0
96,2016-05-20,17500.94,17437.32,17571.75,17437.32,112000000,0.38%,47.14037187414096,17537.195999999985,17751.220499999996,17614.218520409915,-46.25369187921751,7.262921303243303,0.0,8.630198967138304,29.994985082784982,31.61040054196988,-82.39553302183785,-118.06999999999971,-1.206665042520516,-1.0
97,2016-05-23,17492.93,17507.04,17550.7,17480.05,87790000,-0.05%,48.38895370436834,17532.251999999986,17727.025499999996,17594.731516699023,-53.10884349748085,-4.811431656901528,36.86298143084221,17.83789245501055,38.54422010691483,35.79355295829842,-70.84368890214387,-79.43999999999869,-1.3346032569030775,-1.0
98,2016-05-24,17706.05,17525.19,17742.59,17525.19,86480000,1.22%,48.715183945456275,17496.997999999985,17703.915999999994,17582.087604571927,-56.42659654885938,-15.1344646352931,100.0,45.62099381028071,39.898912116476914,36.14603910205893,-67.8364317195217,-46.150000000001455,-1.1365367192691767,-1.0
99,2016-05-25,17851.51,17735.09,17891.71,17735.09,79180000,0.82%,52.32072359205222,17543.759999999987,17690.863499999996,17609.906221922487,-41.638778038694,-20.43532731597328,100.0,78.95432714361404,55.581637844937774,44.674923356109865,-33.0582894257216,-6.569999999999709,-1.026506457101739,-1.0
100,2016-05-26,17828.29,17859.52,17888.66,17803.82,68940000,-0.13%,54.29139997727158,17612.831999999988,17682.645499999995,17655.290545209307,-19.65232447046219,-20.27872674687106,100.0,99.99999999999996,70.71710290928677,55.399217623567175,-12.44159459190775,-52.72999999999956,0.7759277869722636,-1.0
101,2016-05-27,17873.22,17826.85,17873.22,17824.73,73190000,0.25%,53.68867988095173,17690.73799999999,17683.333499999993,17686.48317335307,-4.8086662677669665,-17.184714651050243,89.69451001959473,96.56483667319822,83.07470869669582,69.79114981697347,-17.854657520628603,-99.10000000000218,0.6534312906241846,-1.0
102,2016-05-31,17787.2,17891.5,17899.24,17724.03,147390000,-0.48%,54.71777389507305,17767.629999999986,17688.719499999996,17723.75896001615,12.033045045089239,-11.341162711822346,99.99999999999999,96.56483667319822,91.69693812514929,81.82958324371064,-4.682291312333981,1.2999999999992724,2.0519331772737015,-1.0
103,2016-06-01,17789.67,17754.55,17809.18,17664.79,78530000,0.01%,52.17701259798575,17813.501999999986,17682.909499999994,17729.357330922303,14.166202967753634,-6.23968957590715,0.0,63.23150333986488,73.48679528935517,82.75281403706677,-25.46596969216992,-257.5499999999993,0.2999187637629852,-1.0
104,2016-06-02,17838.56,17789.05,17838.56,17703.55,75560000,0.27%,52.74879222100448,17824.293999999987,17685.610999999994,17740.210543481884,18.428179084166914,-1.3061158438923366,21.91079125820198,40.636930419400635,63.07224880124906,76.08532740525119,-19.393843391942898,-270.4400000000023,1.6442797326824188,-1.0
105,2016-06-03,17807.06,17799.8,17833.17,17689.68,82280000,-0.18%,52.93019627369252,17812.349999999988,17692.376999999993,17751.04499012154,22.414876279828604,3.4380825808518516,28.998019439949335,16.969603566050413,49.623942560601954,62.06099555040208,-17.501804037524334,-293.0400000000009,1.630908933114683,-1.0
106,2016-06-06,17920.33,17825.69,17949.68,17822.81,71870000,0.64%,53.3761492372278,17812.117999999988,17701.146499999995,17764.61681009944,27.34821594845198,8.220109254371877,46.794732376401484,32.56784769151758,55.68813928232631,56.1281102147258,-20.043322933674123,-159.36000000000058,2.2272344603413874,-1.0
107,2016-06-07,17938.28,17936.22,18003.23,17936.22,78750000,0.10%,55.248659026601075,17821.061999999987,17710.764999999996,17795.81739008136,39.718915507080965,14.519870504913694,100.00000000000001,58.59758393878358,64.75470299395492,56.68892827896108,-9.969352535110453,-54.719999999997526,2.4514709511145316,-1.0
108,2016-06-08,18005.05,17931.91,18016.0,17931.91,71260000,0.37%,55.15929658360228,17856.53399999999,17721.027499999997,17820.56150097566,48.61460415834517,21.33881723559999,95.94198940067727,80.91224059235957,70.30302872010172,63.58195699879434,-12.277167009767437,-55.470000000001164,2.320773697745948,-1.0
109,2016-06-09,17985.19,17969.98,18005.22,17915.88,69690000,-0.11%,55.812371271290374,17892.719999999987,17723.574999999993,17847.728500798265,58.06707128787457,28.684468046054906,100.0,98.64732980022573,80.10947535050114,71.7224023548526,-7.95258173774805,-26.159999999999854,1.324436470297008,-1.0
110,2016-06-10,17865.34,17938.82,17938.82,17812.34,90540000,-0.67%,55.13248568052689,17920.523999999987,17734.415499999996,17864.290591562218,62.32541936613052,35.41265831007003,66.30764245799811,87.41654395289176,74.07720032147485,74.82990146402591,-14.400597070622293,-85.06000000000131,0.44402089193886773,-1.0
111,2016-06-13,17732.48,17830.5,17893.28,17731.35,101690000,-0.74%,52.81867753911389,17921.485999999986,17740.384499999993,17858.146847641816,56.310559092788026,39.59223846661363,0.0,55.435880819332674,60.94434490653426,71.71034019283675,-37.79466596035115,17.409999999999854,0.020474733337638718,-1.0
112,2016-06-14,17674.82,17710.77,17733.92,17595.79,93740000,-0.33%,50.40005354322412,17876.395999999986,17749.334999999995,17831.351057161486,41.40523484338701,39.954837741968305,0.0,22.102547485999338,41.43275506546406,58.81810009782439,-72.63749077842037,-73.0099999999984,-1.010144482016595,-1.0
113,2016-06-15,17640.17,17703.65,17762.96,17629.01,94130000,-0.20%,50.25847728553023,17830.743999999988,17749.444499999994,17808.132683132124,28.68744251301905,37.70135869617845,0.0,-3.315866100213801e-14,29.51290031021183,43.96333342740339,-74.33188167820833,-167.09999999999854,-0.2866870745808714,-1.0
114,2016-06-16,17733.1,17602.23,17754.91,17471.29,91950000,0.53%,48.2608199417966,17757.19399999999,17754.49199999999,17770.695831653557,10.305953450613742,32.22227764706551,0.0,-3.315866100213801e-14,27.237736574485066,32.72779731672032,-75.96152080923815,-132.79000000000087,-1.0501966097121507,-0.33333333333333337
115,2016-06-17,17675.16,17733.44,17733.44,17602.78,248680000,-0.33%,50.874116119575355,17716.117999999988,17765.455999999995,17763.922044080184,6.253949729918531,27.028612063636114,65.6445189428663,21.881506314288732,38.824341891819216,31.858326258838712,-51.87347395862051,68.95999999999913,-0.37281317767615674,0.33333333333333326
116,2016-06-20,17804.87,17736.87,17946.36,17736.87,99380000,0.73%,50.941125732786794,17697.391999999985,17780.433499999992,17759.00349061106,3.281651091427193,22.27921986919433,100.0,55.214839647622064,48.677474886160276,38.24651778415486,-51.243781094527634,86.56999999999971,-0.49826963219936626,1.0
117,2016-06-21,17829.73,17827.33,17877.84,17799.8,85140000,0.14%,52.701323409359254,17720.703999999987,17796.447999999997,17771.42649231814,8.131711689860822,19.449718233327626,100.0,88.54817298095539,64.32347023962329,50.608429005867606,-34.63677920361267,83.4800000000032,-0.6070955864725058,0.9
118,2016-06-22,17780.83,17832.67,17920.16,17770.36,89440000,-0.27%,52.80473048726305,17746.507999999987,17811.821999999993,17782.561675533023,12.264930544017261,18.012760695465552,100.0,99.99999999999996,68.97229180261127,60.65774564279829,-33.656441042022735,106.0099999999984,-0.5534268240248941,0.8
119,2016-06-23,18011.07,17844.11,18011.07,17844.11,98110000,1.29%,53.032297139497345,17794.883999999987,17817.272999999994,17793.752279981563,16.27602872839634,17.66541430205171,100.0,99.99999999999996,70.04034398987986,67.77870201070482,-31.55624093554363,-74.91999999999825,-0.7004459659943896,0.7
120,2016-06-24,17400.75,17946.63,17946.63,17356.34,239000000,-3.39%,55.04196063214203,17837.52199999999,17821.62849999999,17821.548229075826,27.41137883036572,19.61460720771451,100.0,99.99999999999996,75.11135398178692,71.3746632580927,-10.516023405996876,224.62000000000262,0.04353686585851779,0.6
121,2016-06-27,17140.24,17355.21,17355.21,17063.08,138740000,-1.50%,43.84593209873991,17761.18999999999,17798.046499999993,17736.75946015295,-11.355527828553022,13.420580200461004,0.0,66.66666666666663,60.026999329032066,68.39289910023295,-69.34370146497105,-355.90999999999985,-2.6656010768066007,0.5
122,2016-06-28,17409.72,17190.51,17409.72,17190.51,112190000,1.57%,41.41882613945305,17633.82599999999,17762.996999999996,17637.441376488776,-54.7375142100027,-0.211038681631738,0.0,33.33333333333329,44.805208593960494,59.98118730159317,-86.55787508307083,-341.25,-2.93753461876588,0.3999999999999999
123,2016-06-29,17694.68,17456.02,17704.51,17456.02,106380000,1.64%,46.369682622602085,17558.495999999992,17748.070499999994,17604.455671672637,-66.92217574293318,-13.553266093892027,39.10434096410614,13.034780321368677,28.569218381346946,44.46714210144651,-58.55019567716964,-245.4399999999987,-1.3987511049981305,0.29999999999999993
124,2016-06-30,17929.99,17712.76,17930.61,17711.8,133030000,1.33%,50.55013507091039,17532.225999999988,17744.255999999998,17624.147367732156,-55.22523334573634,-21.88765954426089,68.59388932080878,35.89941009497161,42.80752422228099,38.72731706586282,-31.467631515100578,211.47999999999956,0.6279318018228341,0.19999999999999996
125,2016-07-01,17949.37,17924.24,18002.38,17916.91,82160000,0.11%,53.63011549767263,17527.74799999999,17750.477999999996,17678.70966450813,-28.561415418065735,-23.22241071902186,100.0,69.23274342830494,68.88716227385432,46.75463495916076,-9.15937931834706,410.08000000000175,1.0759333778443514,0.09999999999999998
126,2016-07-05,17840.62,17904.45,17904.45,17785.28,103670000,-0.61%,53.30868979286767,17637.595999999987,17754.415999999997,17719.753361870287,-8.924163019826665,-20.36276117918282,97.4623851101291,88.6854248103126,84.38313550619601,65.35927400077712,-11.246954081794028,467.130000000001,0.9448115704743909,0.0
