,Date,Price,Open,High,Low,Vol,Fluctuations,RSI,SMA_5,SMA_20,EMA,MACD,signal,Stochastic RSI_fastk,Stochastic RSI_fastd,Stochastic Oscillator Index_slowk,Stochastic Oscillator Index_slowd,WilliamR,Momentum,ROC,sent_index
312,2017-03-30,20728.49,20662.79,20753.78,20643.6,270900000,0.33%,56.30869862904368,20608.69599999996,20819.099499999997,20693.80001905663,11.474586219770572,69.44058129732001,93.93742397782641,77.32898122600686,62.330913933895864,44.23812163632764,-57.43474485365462,158.52000000000044,-1.4615673316238476,-0.20000000000000018
313,2017-03-31,20663.22,20700.34,20722.59,20660.68,303770000,-0.31%,57.09228521996721,20613.87399999996,20803.678999999996,20694.98910650088,9.962823075115011,57.54502965287901,100.0,97.97914132594214,77.94673022731133,60.896490700736926,-51.0411877883911,73.02999999999884,-1.2641322332970883,-0.6000000000000001
314,2017-04-03,20650.21,20665.17,20692.34,20517.82,285670000,-0.06%,56.117131322767186,20649.23799999996,20789.151999999995,20689.567450773447,5.859272770041571,47.20787827631152,77.8570845610239,90.59816951295011,73.363233969777,71.21362604366136,-57.02950741516432,101.03999999999724,-1.2005008541197904,-1.0
315,2017-04-04,20689.24,20634.94,20701.29,20605.3,237390000,0.19%,55.27760562802626,20667.797999999962,20774.154499999997,20679.635186996456,0.1659581689746119,37.799494254844134,0.0,59.285694853674634,65.47002763554376,72.259997277544,-62.176703955321905,-28.4900000000016,-1.5336177660878691,-1.0
316,2017-04-05,20648.15,20745.06,20887.5,20639.55,284980000,-0.20%,57.664298851067784,20681.659999999963,20764.385499999997,20691.530607542554,4.48799421464355,31.137194246804018,100.0,59.285694853674634,57.85064509593213,65.56130223375094,-41.47363971041508,29.650000000001455,0.5069664280087371,-1.0
317,2017-04-06,20662.95,20653.77,20746.46,20612.17,251720000,0.07%,55.14067906191579,20679.855999999963,20753.857999999997,20684.665042534816,0.5406663961293816,25.01788867666909,18.770578619570646,39.59019287319021,49.29331968635955,57.53799747261178,-56.75651424879756,-163.4399999999987,0.04214081134139569,-0.5
318,2017-04-07,20656.1,20647.81,20726.07,20606.95,219730000,-0.03%,54.97817898575177,20669.349999999962,20740.297999999995,20677.964125710303,-3.0335723949719977,19.407596462340873,13.614128839184964,44.1282358195852,44.469090384476914,50.5376850555895,-57.82607135166152,-104.09999999999854,-0.12885469746474199,0.0
319,2017-04-10,20658.02,20668.22,20750.33,20614.86,230480000,0.01%,55.4433514270625,20669.959999999963,20728.744999999995,20676.192466490247,-4.171183158428903,14.691840538186916,33.721405250284285,22.03537090301329,31.411378676614692,41.72459624915036,-46.19338529597609,-140.48999999999796,0.8779135459907828,0.5
320,2017-04-11,20651.3,20644.32,20660.03,20512.56,255120000,-0.03%,54.75799481080122,20671.835999999963,20718.530999999995,20670.39747258293,-6.921491498364048,10.369174130876722,0.0,15.778511363156412,30.86690333290319,35.582457464664905,-51.22814409100483,-189.5600000000013,0.49741653011809994,1.0
321,2017-04-12,20591.86,20637.95,20642.54,20553.03,267670000,-0.29%,54.571999587639056,20650.413999999964,20706.6895,20664.497932113307,-9.505562231948716,6.394226858311635,0.0,11.240468416761423,36.72456787063378,33.00094996005053,-52.57004423846617,-319.34000000000015,-0.1828228722053571,-1.0
322,2017-04-13,20453.25,20561.69,20612.27,20453.25,235810000,-0.67%,52.3690255809407,20631.997999999963,20686.3105,20645.80558081998,-17.505212382398895,1.6143390101695294,0.0,-4.736951571734001e-15,41.45980404974895,36.350425084428615,-68.63492732251966,-567.2200000000012,-0.4892853288447574,-0.33333333333333337
323,2017-04-17,20636.92,20484.75,20644.41,20484.75,229240000,0.90%,50.25178768026455,20599.385999999962,20662.279499999997,20616.522747943618,-29.71091876941864,-4.650712545748105,0.0,-4.736951571734001e-15,33.280331337885166,37.15490108608927,-92.7461139896373,-524.0,-1.0414804780984332,0.33333333333333326
324,2017-04-18,20523.28,20561.39,20600.12,20462.28,263180000,-0.55%,52.241421389434116,20578.019999999964,20644.535499999998,20606.49861195387,-32.82147598125084,-10.284865232848652,62.78490135581159,20.928300451937194,33.1340947472875,35.95807671164051,-75.09729418537722,-394.3199999999997,-0.5021976591530475,1.0
325,2017-04-19,20404.49,20503.52,20546.69,20379.55,294790000,-0.58%,50.65881851201175,20549.859999999964,20621.894999999997,20587.77522796226,-39.50089857193234,-16.12807190066539,29.490320042940102,30.758407132917228,36.56873053508542,34.327718873419336,-75.59405453292628,-431.369999999999,-0.6368809407732656,1.0
326,2017-04-20,20578.71,20406.68,20629.78,20406.68,312440000,0.85%,48.13453405236861,20503.605999999963,20610.208,20554.84882287821,-52.00903993417887,-23.304265507368086,0.0,30.758407132917228,36.448711468112286,35.38384558349504,-94.65892312235437,-533.7599999999984,-1.6311353160704312,1.0
327,2017-04-21,20547.76,20578.1,20601.4,20505.33,369600000,-0.15%,52.471328872493714,20506.887999999966,20606.8595,20559.076309627628,-47.54164026147555,-28.15174045818958,100.0,43.16344001431336,44.00437967227972,39.00727389182578,-60.9115070380945,-286.22000000000116,-0.3663737903540243,1.0
328,2017-04-24,20763.89,20723.59,20792.2,20723.59,342400000,1.05%,55.72200323337946,20554.655999999966,20609.316499999997,20588.98788969533,-31.893715842561505,-28.900135535063963,100.0,66.66666666666667,56.19353270351366,45.548874614635196,-32.26892410670334,-195.41999999999825,0.367012288470292,1.0
329,2017-04-25,20996.12,20915.51,21026.97,20909.38,348180000,1.12%,59.501763490276986,20625.479999999963,20630.6745,20648.355546114362,-3.9606272996206826,-23.912233887975308,100.00000000000001,100.0,80.37380803228992,60.19057346936106,-17.21602669055674,16.229999999999563,1.1964745875551852,1.0
330,2017-04-26,20975.09,21009.95,21070.9,20972.27,328550000,-0.10%,61.188308220951846,20726.765999999963,20654.065,20714.099992275387,25.50308169897471,-14.029170770585305,100.0,100.0,85.66037184486812,74.07590419355721,-8.816084472409132,161.35000000000218,1.7710924845187437,1.0
331,2017-04-27,20981.33,20991.12,21005.8,20935.8,305690000,0.03%,60.667193603323064,20843.653999999962,20669.8335,20764.467266407133,46.79444251896712,-1.86444811267482,93.74779395728392,97.91593131909464,86.50055790503683,84.17824592739827,-11.539741086280786,116.34000000000015,1.711264926991296,1.0
332,2017-04-28,20940.51,20987.39,20987.76,20926.75,329990000,-0.19%,60.56150133675126,20925.511999999962,20686.0635,20804.99867251493,62.6448882609111,11.037419162042365,87.21903512658204,93.65560969462199,84.22429964382648,85.4617431312438,-12.079265205757109,18.11999999999898,2.0703551118609553,1.0
333,2017-05-01,20913.46,20962.73,20976.62,20898.38,288160000,-0.13%,59.84840308770741,20973.33999999996,20699.182999999997,20833.67709569403,72.38224730932052,23.306384791497997,3.2530458075799626,61.4066249638153,66.38303289506693,79.03596348131008,-15.64619946481544,-2.639999999999418,2.333345537534015,1.0
334,2017-05-02,20949.89,20941.19,20960.92,20904.06,338810000,0.17%,59.218338833446104,20978.475999999962,20712.984,20853.224896476935,77.468072805259,34.138722394250195,0.0,30.157360311387325,46.023245323581186,65.5435259541582,-18.76184277138965,24.919999999998254,1.8471513842206244,1.0
335,2017-05-03,20957.9,20915.0,20972.74,20874.18,310920000,0.04%,58.44443236649969,20959.485999999964,20726.987,20864.45673348113,78.48063611056568,43.00710513751329,0.0,1.0843486025266458,31.04268707517062,47.81632176460624,-22.550083170608367,-41.330000000001746,2.006874917087398,1.0
336,2017-05-04,20951.47,20987.83,20990.79,20847.95,274720000,-0.03%,59.950108837218586,20958.827999999965,20739.125500000002,20886.88823648456,84.18938928582793,51.24356196717622,68.44568075273735,22.815226917579107,51.25192978998515,42.77262072957898,-12.015621609893605,347.4100000000035,2.847841981155197,1.0
337,2017-05-05,21006.94,20929.04,21006.94,20905.0,260959999,0.26%,58.18949763969964,20947.157999999967,20752.889,20894.55219348737,83.0128353429609,57.59741664233316,0.0,22.815226917579107,59.9814942865521,47.42537038390262,-20.519273884429033,283.97000000000116,1.7054052609327464,1.0
338,2017-05-08,21012.28,20991.26,21017.89,20971.05,276150000,0.03%,59.49195807009213,20952.863999999965,20770.0615,20912.13543103512,86.10843740660857,63.29962079518824,70.85307961818783,46.432920123641715,77.75357417499906,62.995666083845435,-11.519490851233499,316.8099999999977,1.2916198399987477,1.0
339,2017-05-09,20975.78,21022.28,21046.85,20938.04,273000000,-0.17%,60.132479148081096,20969.081999999966,20787.7645,20932.16171630146,90.02700383930278,68.64509740401115,99.99999999999999,56.95102653939593,74.32667667278879,70.68724837811332,-7.319863900515271,533.9300000000003,0.5104824123342011,1.0
340,2017-05-10,20943.11,20958.49,20976.28,20884.15,283340000,-0.16%,58.175586459677284,20977.779999999966,20803.473,20936.948676973923,86.98249601489806,72.31257712618853,0.0,56.95102653939593,75.85082947778437,75.97702677519074,-19.875523807839865,416.3500000000022,-0.24493156813795158,1.0
341,2017-05-11,20919.42,20925.72,20933.36,20798.9,287680000,-0.11%,57.18658001397595,20965.357999999967,20817.8615,20934.9070993423,80.99181329190469,74.04842435933176,0.0,33.33333333333332,64.79004457973222,71.65585024343513,-41.80127263827697,249.97000000000116,-0.311560316934012,1.0
342,2017-05-12,20896.61,20893.19,20916.1,20869.74,288500000,-0.11%,56.205358741726045,20958.187999999966,20834.4365,20927.322172189157,72.7802890697094,73.79479730140729,0.0,-9.473903143468002e-15,48.25030103561139,62.963725031042664,-65.33455882353043,230.39999999999782,-0.4488409468733412,1.0
343,2017-05-15,20981.94,20923.63,21000.83,20923.63,313170000,0.41%,56.92088154546128,20944.661999999968,20856.3805,20926.650868154764,67.94561580081063,72.62496100128796,19.826574556552455,6.608858185517476,46.4932446057673,53.17786340703697,-54.14338235294133,223.29000000000087,-0.18652150745631646,1.0
344,2017-05-16,20979.75,20984.48,21033.53,20932.88,311580000,-0.01%,58.32880063593121,20937.101999999966,20877.534999999996,20937.16525576299,68.23758841577,71.74748648418436,100.0,39.94219151885081,55.80902332768892,50.184189656355876,-25.15426497277665,319.3100000000013,0.20672177655616242,1.0
345,2017-05-17,20606.93,20846.17,20846.17,20601.08,423200000,-1.78%,54.16628216676691,20914.637999999966,20894.667499999996,20920.620663806083,56.65542920052758,68.729075027453,0.0,39.94219151885081,62.02466729325695,54.77564507557107,-45.01873163290525,211.22999999999956,-0.3290939517093028,0.8571428571428572
346,2017-05-18,20663.02,20579.65,20759.2,20553.45,422590000,0.27%,47.42041265769407,20845.423999999963,20903.316,20858.62599765952,25.674587317353144,60.11817748543304,0.0,33.33333333333332,47.07564292270232,54.96977784788274,-94.68990676935533,-165.40999999999985,-1.9448413675925535,0.7142857142857143
347,2017-05-19,20804.84,20698.28,20857.13,20687.94,365180000,0.69%,50.27206958532889,20806.441999999963,20909.325,20829.472179903245,10.572621883900865,50.2090663651266,30.879449608278012,10.293149869425994,30.76669084526534,46.62233368707488,-70.64653425212835,44.5099999999984,-1.102582822719067,0.5714285714285714
348,2017-05-22,20894.83,20867.77,20914.26,20860.16,276120000,0.43%,53.96240260679611,20795.269999999964,20916.534,20836.435419920836,12.14068176499859,42.595389445101,67.40920352700003,32.762884378426,33.69924457034934,37.18052611277235,-36.29509525739743,219.95999999999913,-0.5882924607669926,0.4285714285714286
349,2017-05-23,20937.91,20908.67,20961.14,20896.22,244950000,0.21%,54.79975534519589,20780.107999999964,20916.192,20849.56897993523,16.493541423806164,37.37501984084203,100.0,66.09621771175934,60.92341236629079,41.79644926063517,-28.005674908796294,240.4499999999971,-0.540426633076907,0.2857142857142858
350,2017-05-24,21012.42,20949.21,21022.82,20933.58,283180000,0.36%,55.62730730508858,20800.715999999964,20913.155,20867.685529037914,22.94990108328784,34.48999608933119,100.0,89.13640117566668,78.9732082542674,57.86528839696919,-19.789217673287364,304.8899999999994,-0.044277999035247095,0.1428571428571429
351,2017-05-25,21082.95,21062.96,21112.32,21051.41,268970000,0.34%,57.86640929512102,20897.37799999996,20916.747,20903.189978303748,36.820839265692484,34.956164724603454,99.99999999999999,100.0,86.60537271721398,75.50066444592407,-8.832107645785365,425.0099999999984,0.6558436221071329,0.0
352,2017-05-26,21080.28,21070.15,21092.82,21050.49,208000000,-0.01%,58.00497529337322,20971.75199999996,20920.885000000002,20933.546345884886,47.84233397537173,37.53339857475711,100.0,100.0,85.32089403928774,83.63315833692305,-7.545583051514365,508.46000000000276,0.8469745405081941,-0.1428571428571428
353,2017-05-30,21029.47,21045.49,21063.62,21009.6,242810000,-0.24%,57.33594982181246,21007.295999999962,20925.023,20953.89973754218,53.96501690773948,40.81972224135358,77.45817395622744,92.48605798540915,80.2399694379444,84.05541206481537,-11.95805822463153,560.7400000000016,0.5824037224898326,-0.2857142857142856
354,2017-05-31,21008.65,21048.46,21051.7,20942.57,371580000,-0.10%,57.397171112087975,21035.253999999964,20930.3865,20971.09251253451,58.38392784440657,44.332563361964176,72.12192935580727,83.19336777067822,72.20770692462531,79.25619013395249,-11.426628732979173,487.0699999999997,0.3048919963706487,-0.4285714285714284
355,2017-06-01,21144.18,21030.55,21144.18,20994.22,276730000,0.65%,56.887930623365065,21051.521999999964,20936.164,20981.902964800964,59.751975696846785,47.416445828940695,0.0,49.86003443734489,58.99511268484152,70.48092968247042,-19.235522150559664,527.0299999999988,0.8844790194074026,-0.5714285714285714
356,2017-06-02,21206.29,21142.09,21225.04,21129.56,329700000,0.29%,59.21896659754906,21067.34799999996,20943.877,21011.0278802917,69.04065164166968,51.74128699148649,100.0,57.373976451935754,59.51496171433172,63.57259377459953,-12.351285754701635,735.4099999999999,2.7329910858542306,-0.7142857142857142
357,2017-06-05,21184.04,21195.03,21224.41,21168.69,269790000,-0.10%,60.27361028794596,21092.323999999964,20957.1765,21044.482811147755,79.75445015522928,57.34391962423505,100.0,66.66666666666667,67.88287365149507,62.13098268355611,-4.468500126565617,616.9300000000003,2.3999578708955527,-0.857142857142857
358,2017-06-06,21136.23,21145.48,21180.47,21118.46,283550000,-0.23%,58.80124016416599,21112.321999999964,20964.8875,21062.845936393616,83.28686266408477,62.53250823220499,51.22588401575741,83.7419613385858,77.28136321261208,68.2263995261463,-11.846513497818803,421.8899999999994,1.3308082272327049,-1.0
359,2017-06-07,21173.69,21171.57,21189.84,21113.31,273400000,0.18%,59.34222743928329,21136.943999999967,20972.352,21082.613947958413,87.18653784721391,67.46331415520677,67.45976518520825,72.89521640032189,79.34826767434966,74.83750151281895,-7.961702824640205,256.0600000000013,1.2573731375548958,-1.0
360,2017-06-08,21182.53,21169.76,21265.69,21138.16,330330000,0.04%,59.28635657095186,21164.785999999964,20982.9155,21098.458684693247,89.1038726733459,71.7914258588346,29.32912234404121,49.33825718166895,61.9048280447341,72.84481964389862,-16.6040675032454,159.80999999999767,1.0527843293374861,-1.0
361,2017-06-09,21271.97,21208.96,21305.35,21159.45,397200000,0.42%,60.127416045466774,21178.159999999963,20997.0775,21118.54983293084,92.71769485708501,75.97667965848468,82.92970697241388,59.90619816722111,54.56254628644135,65.27188066850837,-21.651429726633506,217.84000000000015,0.6931599357355323,-1.0
362,2017-06-12,21235.67,21259.95,21277.08,21186.15,528080000,-0.17%,61.20580561374121,21191.143999999964,21015.4155,21144.25895421614,98.56000346420478,80.4933444196287,100.0,70.75294310548503,54.403989232128744,56.957121187768074,-11.096717424778948,272.5600000000013,0.9008004214492882,-1.0
363,2017-06-13,21328.47,21256.83,21332.77,21256.83,323510000,0.44%,61.10120267292821,21213.413999999964,21032.0755,21164.726417085934,101.76523096592064,84.74772172888709,93.32686180052852,92.08552292431413,63.85443564021532,57.606990386261806,-19.02352263333223,294.1000000000022,1.0042056516621933,-1.0
364,2017-06-14,21374.56,21342.71,21391.97,21294.09,295090000,0.22%,62.906345606724955,21247.641999999963,21049.987,21197.087068524856,109.96755757306892,89.79168889772345,100.0,97.77562060017617,74.11591878948855,64.12478122061087,-10.961281708945677,401.52000000000044,1.3979645066670043,-1.0
365,2017-06-15,21359.9,21291.69,21367.28,21261.87,317200000,-0.07%,61.16201468469698,21272.027999999966,21072.263000000003,21214.287601520336,111.07071878865827,94.04749487591042,20.626521488063098,71.31779442953054,67.620397202348,68.53025054401729,-22.314196706720548,376.6899999999987,1.241717406344578,-1.0
366,2017-06-16,21384.28,21335.93,21384.42,21308.01,603260000,0.11%,62.10459612444231,21297.421999999962,21110.077,21236.40440124391,114.1983725183818,98.0776704044047,44.055139814807056,54.89388710095671,70.07887789364997,70.60506462849551,-12.469959946595614,348.09999999999854,0.9168440773830833,-1.0
367,2017-06-19,21528.99,21444.75,21528.99,21436.08,289400000,0.68%,64.30874473748898,21334.38199999996,21147.4005,21274.285419199565,124.02820524088747,103.26777737170126,100.0,54.89388710095671,66.23082382495845,67.97669964031881,-14.365130793629366,515.7099999999991,1.1782007385693793,-1.0
368,2017-06-20,21467.14,21521.25,21535.03,21464.24,310200000,-0.29%,65.75718235899465,21387.265999999963,21180.0745,21319.18807025419,136.41877839680092,109.89797757672119,100.0,81.35171327160235,78.92509397051685,71.74493189637509,-2.5480298071409355,529.9900000000016,1.777070087791821,-0.8
369,2017-06-21,21410.03,21466.39,21492.62,21390.0,292500000,-0.27%,63.83534423720045,21412.001999999964,21207.9605,21345.9520574807,140.1955661583088,115.9574952930387,45.70508140427204,81.901693801424,79.62494218168543,74.92695332572025,-16.27620221948208,444.1100000000006,1.3925278096995175,-0.6
370,2017-06-22,21397.29,21407.98,21456.47,21394.81,270680000,-0.06%,61.84453522573321,21435.259999999962,21230.898999999998,21357.22986521148,136.89743045968135,120.14548232636723,0.0,48.568360468090674,71.28765842373423,76.6125648586455,-30.126624300483737,449.48999999999796,1.1252843678908109,-0.3999999999999999
371,2017-06-23,21394.76,21380.92,21421.79,21333.89,368400000,-0.01%,60.933803379918906,21444.257999999965,21246.797,21361.537162445755,130.59470385295572,122.23532663168493,0.0,15.23502713475734,47.429787304100934,66.11412930317353,-36.543204021626075,455.1999999999971,0.8107894022149065,-0.19999999999999996
372,2017-06-26,21409.55,21434.68,21506.21,21381.25,241880000,0.07%,62.08141782891098,21442.243999999966,21265.023499999996,21374.83586018289,128.45695846189847,123.47965299772764,21.431336263155305,7.143778754385095,39.175622833209104,52.63102285368141,-23.795409276296866,541.4900000000016,0.8218739931185048,0.0
373,2017-06-27,21310.66,21411.19,21440.6,21310.66,292170000,-0.46%,61.267885563540524,21420.231999999967,21283.308499999996,21381.445703786,123.4443436003894,123.47259111826,8.01441942793186,9.815251897029048,41.63331585603396,42.74624199778132,-31.204172650994145,487.5599999999977,0.7261666015111246,0.20000000000000018
374,2017-06-28,21454.61,21372.36,21478.75,21372.36,271510000,0.68%,59.92503077687831,21401.425999999967,21299.503499999995,21379.793757643092,115.01275824051481,121.78062454271097,0.0,9.815251897029048,44.35675204136234,41.72189691020179,-43.31167793812212,387.880000000001,0.1389233138622048,0.40000000000000013
375,2017-06-29,21287.03,21487.38,21487.38,21197.08,336750000,-0.78%,62.44716457810355,21417.305999999968,21322.344999999994,21399.354892617077,116.27151320653502,120.67880227547577,100.0,36.00480647597728,58.95653037191578,48.31553275643736,-13.657991286401678,641.2100000000028,0.9190909692936566,0.6000000000000001
376,2017-06-30,21349.63,21348.6,21426.12,21325.08,313260000,0.29%,57.898935981708256,21410.841999999968,21332.670499999993,21390.126730323063,104.86191651943591,117.51542512426781,0.0,33.33333333333333,58.15857393035218,53.82395211454343,-55.16496523154369,768.9499999999971,0.059383396927148446,0.8
377,2017-07-03,21479.27,21392.3,21562.75,21391.71,186810000,0.61%,58.874637783947556,21402.365999999973,21342.533999999992,21390.521870264325,98.21380610624692,113.65510132066363,22.210410988802742,40.73680366293424,65.4368742122802,60.85065950484938,-46.61306642601295,694.0200000000004,-0.24458200725119283,1.0
378,2017-07-05,21478.17,21492.83,21505.36,21404.76,273690000,-0.01%,61.02423075395603,21418.69399999997,21359.901499999996,21409.123348398083,99.90541411749291,110.90516388002949,68.65911826559643,30.289843084799717,61.093615216672525,61.5630211197683,-19.121065441517924,625.0600000000013,-0.13205552651448516,1.0
379,2017-07-06,21320.04,21423.93,21433.1,21305.38,320450000,-0.74%,58.84354966987399,21429.007999999973,21372.519499999995,21411.815466871158,94.59592849533874,107.64331680309134,22.654143685819502,37.84122431340622,65.43422575910874,63.988238396020485,-37.96319085514272,515.260000000002,-0.1977975803104215,1.0
380,2017-07-07,21414.34,21354.66,21425.82,21350.72,242240000,0.44%,56.734970561732155,21402.46399999997,21381.764499999994,21401.423563803673,83.83224684270681,102.88110281101443,0.0,30.437753983805305,54.0210914985278,60.182977491436354,-56.90650039653271,405.4500000000007,-0.24906600249066102,1.0
381,2017-07-10,21408.52,21381.23,21446.39,21371.11,270340000,-0.03%,57.341519767900294,21408.98999999997,21390.37799999999,21397.75200674846,76.56335384599515,97.61755301801057,15.784909066896736,12.813017584238738,36.885176425135874,52.11349789425747,-49.640386140509555,318.27000000000044,0.0014498908372573283,1.0
382,2017-07-11,21409.07,21410.17,21441.62,21279.3,247570000,0.00%,58.0048930198808,21412.56399999997,21397.88899999999,21400.009823703283,72.304439346055,92.55493028361946,33.12090539369494,16.301938153530553,35.50347676533078,42.136581562998146,-41.72614652555651,340.0199999999968,-0.11434740336688787,1.0
383,2017-07-12,21532.14,21467.93,21580.79,21467.93,267870000,0.57%,59.31129945805059,21407.583999999966,21408.44399999999,21412.35894666632,72.75133608432225,88.59421144376002,100.0,49.63527148686389,49.97627402941504,40.788309073293895,-29.41283782022904,422.4399999999987,0.2650016183126658,1.0
384,2017-07-13,21553.09,21537.19,21568.72,21512.36,232270000,0.10%,60.82307905496083,21430.235999999968,21418.167999999987,21435.0555018179,77.79740804639368,86.43485076428675,100.0,77.70696846456498,68.66537496852176,51.38170858775586,-11.362747908577385,488.72999999999956,0.7712297565640736,1.0
385,2017-07-14,21637.74,21532.77,21681.53,21521.72,235590000,0.39%,60.67425191738936,21465.85799999997,21430.221999999987,21452.821774214644,80.51171048908145,85.25022270924569,95.62151499722681,98.54050499907561,70.37353317001045,63.00506072264907,-30.70698730519131,502.22000000000116,0.2112402721969886,0.6666666666666667
386,2017-07-17,21629.72,21633.97,21661.81,21617.66,244780000,-0.04%,62.82854500590601,21516.40599999997,21445.12399999999,21485.757815266526,89.79372282464465,86.15892273232548,100.0,98.54050499907561,78.91019872523839,72.64970228792352,-9.81731860873113,491.880000000001,1.336715288121959,0.33333333333333337
387,2017-07-18,21574.73,21589.94,21589.94,21471.14,251110000,-0.25%,61.31673149696588,21552.35999999997,21452.38349999999,21504.70003067261,92.53029975051686,87.43319813596375,52.970097379316016,82.86387079218095,69.43763017898077,72.90712069140987,-18.905975848900958,394.90999999999985,0.9238838273584404,0.0
388,2017-07-19,21640.75,21569.25,21640.75,21565.84,253040000,0.31%,60.607799146037735,21572.62399999997,21454.783499999987,21516.436388732138,91.96938082063934,88.34043467289887,0.0,50.99003245977201,63.976383424951145,70.77473744305676,-23.17679843121055,423.77000000000044,0.35556043573601315,-0.33333333333333326
389,2017-07-20,21611.78,21641.54,21661.91,21576.96,313950000,-0.13%,62.18794463095272,21593.49399999997,21463.540999999987,21539.18249987175,96.2485539573936,89.92205852979781,66.7200373580017,39.89671157910591,61.581891210420444,64.99863493811746,-9.942072943340378,469.97000000000116,1.0157333411750402,-0.6666666666666665
390,2017-07-21,21580.07,21591.72,21592.61,21503.78,362830000,-0.15%,60.4589401691613,21605.28399999997,21472.727999999985,21548.73477262234,94.53008785134807,90.84366439410786,0.0,22.24001245266724,63.610630103992094,63.056301579787906,-22.32802128135588,421.96000000000276,1.1101089879211434,-1.0
391,2017-07-24,21513.17,21577.78,21577.78,21496.13,284080000,-0.31%,59.97626866320449,21594.04599999997,21482.570999999985,21554.015723054643,90.99442252209701,90.87381601970569,0.0,22.24001245266724,66.69974013394656,63.96408714945304,-25.793700121820873,368.8199999999997,0.9192642331615097,0.0
392,2017-07-25,21613.43,21638.56,21670.62,21577.37,304300000,0.47%,61.367394169188195,21603.769999999968,21492.764999999985,21569.38740977198,92.0358878906627,91.10623039389709,62.21716942375362,20.739056474584544,66.91107734443911,65.74048252745926,-10.682942595032088,378.6100000000006,1.0667360417969673,1.0
393,2017-07-26,21711.01,21690.38,21742.7,21683.29,278240000,0.45%,62.51647128919067,21627.99599999997,21506.724499999986,21591.386062540714,95.93679793280899,92.07234390167947,100.0,54.07238980791788,72.10236747378109,68.57106165072226,-11.290461804056871,433.5499999999993,1.0361967828290908,1.0
394,2017-07-27,21796.55,21717.42,21798.47,21687.85,407320000,0.39%,63.10878350028777,21643.17199999997,21523.977499999986,21614.301323896947,100.05680667884735,93.66923645711304,100.0,87.4057231412512,77.86658672819262,72.29334384880428,-15.611456748271785,374.7099999999991,0.8368315458051834,0.75
395,2017-07-28,21830.31,21787.51,21841.18,21756.12,285630000,0.15%,64.60840938681768,21682.32999999997,21538.983999999986,21645.79381046114,107.73571032113978,96.4825312299184,100.0,100.0,78.80634614968227,76.258433450552,-9.551861607460987,495.8199999999997,1.183034045317899,0.5
396,2017-07-31,21891.12,21863.39,21929.8,21861.71,307610000,0.28%,66.14947075775069,21739.45199999997,21564.723499999986,21685.356754013657,118.57729339904836,100.90148366374439,100.0,100.0,79.59823552935006,78.75705613574166,-14.378504774070626,527.4599999999991,1.0604618569777013,0.25
397,2017-08-01,21963.92,21961.42,21990.96,21940.81,328410000,0.33%,68.01102264706344,21804.02399999997,21593.179499999987,21735.55007146572,133.54015998830437,107.42921892865638,100.0,100.0,85.3336927134721,81.24609146416816,-5.682736331807335,516.6699999999983,1.7206161758670957,0.0
398,2017-08-02,22016.24,22004.36,22036.1,21967.46,336820000,0.24%,68.788784537407,21866.81999999997,21618.755999999987,21784.424603926498,147.16679153272344,115.3767334494698,100.0,100.0,87.48040116620462,84.13744313634227,-5.618096856414261,483.1100000000006,2.017269956071721,-0.5
399,2017-08-03,22026.1,22007.58,22044.85,21991.32,278730000,0.04%,68.84754101120156,21924.85199999997,21647.938499999986,21824.998312303498,156.4226790215689,123.58592256388962,100.00000000000001,100.0,89.45880279616706,87.42429889194794,-6.496313468476558,541.1900000000023,1.6913768613509017,-1.0
400,2017-08-04,22092.81,22058.39,22092.81,22024.64,253640000,0.30%,69.77631290989501,21979.02799999997,21683.12499999999,21867.433164611954,165.9450674641521,132.05775154394212,100.0,100.0,87.69453972915431,88.21124789717534,-5.536699535123423,650.4099999999999,2.1613377720718807,-0.75
401,2017-08-07,22118.42,22100.2,22121.15,22081.97,213010000,0.12%,70.52436885097735,22026.38999999997,21719.07349999999,21909.75440740978,174.84978698510167,140.61615863217403,100.0,100.0,86.86027185254231,88.00453812595458,-3.3518927394324525,719.2800000000025,2.4211017074045715,-0.5
402,2017-08-08,22085.34,22095.14,22179.11,22057.29,262000000,-0.15%,70.30650971509516,22053.13399999997,21753.321999999993,21943.460878789818,179.43018219969235,148.3789633456777,79.07860139054011,93.02620046351338,77.93835962172751,84.1643904011414,-12.294649916542392,660.4599999999991,2.110029502887434,-0.25
403,2017-08-09,22048.7,22022.34,22057.19,21996.69,277800000,-0.17%,67.21611402983507,22056.72999999997,21781.042499999992,21957.80253719167,175.16661512052815,153.7364937006478,0.0,59.69286713018005,55.075838538225604,73.29149000416517,-22.953820024012497,611.1500000000015,1.5304480603843595,0.0
404,2017-08-10,21844.01,21988.2,21988.2,21843.94,303310000,-0.93%,65.812706836968,22052.85399999997,21803.592999999993,21963.329348611365,167.1065940172448,156.4105137639672,0.0,26.359533796846716,39.96176877604565,57.65865564533295,-27.952502269466162,615.8400000000001,1.2468331873675798,0.25
405,2017-08-11,21858.32,21883.32,21911.09,21842.74,237790000,0.07%,61.71754244558928,22017.839999999967,21821.120499999994,21948.782194318388,150.52091829225537,155.23259466962483,0.0,9.473903143468002e-15,23.87446416358809,39.63735715928647,-49.155781566789656,395.9399999999987,0.439747359840581,0.5
